course_id,avg_rating,division,dept_num,dept_name
AS.020.154,4.07,AS,020,BIOLOGY
AS.020.319,4.72,AS,020,BIOLOGY
AS.020.365,4.4,AS,020,BIOLOGY
AS.020.312,4.05,AS,020,BIOLOGY
AS.020.442,4.73,AS,020,BIOLOGY
AS.020.136,4.75,AS,020,BIOLOGY
AS.020.137,4.94,AS,020,BIOLOGY
AS.020.344,3.55,AS,020,BIOLOGY
AS.250.411,4.6,AS,250,BIOPHYSICS
AS.250.316,4.44,AS,250,BIOPHYSICS
AS.250.310,5,AS,250,BIOPHYSICS
AS.250.131,4.35,AS,250,BIOPHYSICS
AS.250.265,4.56,AS,250,BIOPHYSICS
AS.250.106,3.56,AS,250,BIOPHYSICS
AS.250.205,4.32,AS,250,BIOPHYSICS
AS.250.205,4.09,AS,250,BIOPHYSICS
AS.250.320,4.83,AS,250,BIOPHYSICS
AS.250.302,4.69,AS,250,BIOPHYSICS
AS.250.383,3.29,AS,250,BIOPHYSICS
AS.250.253,4.07,AS,250,BIOPHYSICS
AS.250.253,3.93,AS,250,BIOPHYSICS
AS.250.381,3.48,AS,250,BIOPHYSICS
AS.375.116,4.25,AS,375,CENTER FOR LANGUAGE EDUCATION
AS.375.116,4.1,AS,375,CENTER FOR LANGUAGE EDUCATION
AS.375.302,3.25,AS,375,CENTER FOR LANGUAGE EDUCATION
AS.373.492,4.63,AS,373,CENTER FOR LANGUAGE EDUCATION
AS.373.116,4.54,AS,373,CENTER FOR LANGUAGE EDUCATION
AS.373.112,4.85,AS,373,CENTER FOR LANGUAGE EDUCATION
AS.373.416,4.67,AS,373,CENTER FOR LANGUAGE EDUCATION
AS.373.216,4.32,AS,373,CENTER FOR LANGUAGE EDUCATION
AS.373.212,3.93,AS,373,CENTER FOR LANGUAGE EDUCATION
AS.373.316,4.56,AS,373,CENTER FOR LANGUAGE EDUCATION
AS.373.314,4.67,AS,373,CENTER FOR LANGUAGE EDUCATION
AS.384.116,3.88,AS,384,CENTER FOR LANGUAGE EDUCATION
AS.384.216,4.17,AS,384,CENTER FOR LANGUAGE EDUCATION
AS.384.102,5,AS,384,CENTER FOR LANGUAGE EDUCATION
AS.378.116,4.83,AS,378,CENTER FOR LANGUAGE EDUCATION
AS.378.216,4.8,AS,378,CENTER FOR LANGUAGE EDUCATION
AS.378.316,4.78,AS,378,CENTER FOR LANGUAGE EDUCATION
AS.380.102,4.94,AS,380,CENTER FOR LANGUAGE EDUCATION
AS.380.202,4.93,AS,380,CENTER FOR LANGUAGE EDUCATION
AS.377.116,5,AS,377,CENTER FOR LANGUAGE EDUCATION
AS.377.216,5,AS,377,CENTER FOR LANGUAGE EDUCATION
AS.030.626,5,AS,030,CHEMISTRY
AS.030.103,3.54,AS,030,CHEMISTRY
AS.030.456,4.8,AS,030,CHEMISTRY
AS.030.620,4.54,AS,030,CHEMISTRY
AS.030.227,4.57,AS,030,CHEMISTRY
AS.030.204,3.86,AS,030,CHEMISTRY
AS.030.614,4.33,AS,030,CHEMISTRY
AS.030.113,4.37,AS,030,CHEMISTRY
AS.030.113,4.1,AS,030,CHEMISTRY
AS.030.212,3.79,AS,030,CHEMISTRY
AS.030.228,4.7,AS,030,CHEMISTRY
AS.030.405,4.71,AS,030,CHEMISTRY
AS.030.102,3.16,AS,030,CHEMISTRY
AS.030.102,2.95,AS,030,CHEMISTRY
AS.030.106,4.2,AS,030,CHEMISTRY
AS.030.225,4.46,AS,030,CHEMISTRY
AS.030.452,4.05,AS,030,CHEMISTRY
AS.030.630,4.86,AS,030,CHEMISTRY
AS.030.206,4.39,AS,030,CHEMISTRY
AS.030.206,4.17,AS,030,CHEMISTRY
AS.030.442,4.35,AS,030,CHEMISTRY
AS.030.302,2.38,AS,030,CHEMISTRY
AS.030.306,3.28,AS,030,CHEMISTRY
AS.030.622,3.89,AS,030,CHEMISTRY
AS.030.441,4.05,AS,030,CHEMISTRY
AS.030.451,4.57,AS,030,CHEMISTRY
AS.030.601,4.73,AS,030,CHEMISTRY
AS.040.420,4.89,AS,040,CLASSICS
AS.040.108,4.1,AS,040,CLASSICS
AS.040.206,4.17,AS,040,CLASSICS
AS.040.208,4.6,AS,040,CLASSICS
AS.040.232,4.58,AS,040,CLASSICS
AS.040.102,4.39,AS,040,CLASSICS
AS.050.206,4,AS,050,COGNITIVE SCIENCE
AS.050.315,4.24,AS,050,COGNITIVE SCIENCE
AS.050.360,3.17,AS,050,COGNITIVE SCIENCE
AS.050.107,3.88,AS,050,COGNITIVE SCIENCE
AS.050.203,3.97,AS,050,COGNITIVE SCIENCE
AS.050.325,4,AS,050,COGNITIVE SCIENCE
AS.050.320,4.5,AS,050,COGNITIVE SCIENCE
AS.271.360,4.03,AS,271,EARTH AND PLANETARY SCIENCE
AS.271.405,4.6,AS,271,EARTH AND PLANETARY SCIENCE
AS.271.401,3.72,AS,271,EARTH AND PLANETARY SCIENCE
AS.271.403,3.56,AS,271,EARTH AND PLANETARY SCIENCE
AS.270.113,4.8,AS,270,EARTH AND PLANETARY SCIENCE
AS.270.114,4.33,AS,270,EARTH AND PLANETARY SCIENCE
AS.270.205,4.75,AS,270,EARTH AND PLANETARY SCIENCE
AS.271.107,4.39,AS,271,EARTH AND PLANETARY SCIENCE
AS.270.325,5,AS,270,EARTH AND PLANETARY SCIENCE
AS.270.331,4.56,AS,270,EARTH AND PLANETARY SCIENCE
AS.270.312,4.6,AS,270,EARTH AND PLANETARY SCIENCE
AS.270.224,4.11,AS,270,EARTH AND PLANETARY SCIENCE
AS.270.308,3.75,AS,270,EARTH AND PLANETARY SCIENCE
AS.270.332,4.5,AS,270,EARTH AND PLANETARY SCIENCE
AS.271.305,3.2,AS,271,EARTH AND PLANETARY SCIENCE
AS.271.402,4.7,AS,271,EARTH AND PLANETARY SCIENCE
AS.310.230,3.57,AS,310,EAST ASIAN STUDIES
AS.310.340,4.24,AS,310,EAST ASIAN STUDIES
AS.310.200,4.52,AS,310,EAST ASIAN STUDIES
AS.310.316,4.4,AS,310,EAST ASIAN STUDIES
AS.310.404,4.18,AS,310,EAST ASIAN STUDIES
AS.310.222,4.76,AS,310,EAST ASIAN STUDIES
AS.180.263,3.9,AS,180,ECONOMICS
AS.180.334,3.88,AS,180,ECONOMICS
AS.180.391,3.86,AS,180,ECONOMICS
AS.180.309,4.67,AS,180,ECONOMICS
AS.180.102,3.16,AS,180,ECONOMICS
AS.180.203,4.29,AS,180,ECONOMICS
AS.180.248,3.92,AS,180,ECONOMICS
AS.180.390,4.33,AS,180,ECONOMICS
AS.180.315,4.27,AS,180,ECONOMICS
AS.180.285,5,AS,180,ECONOMICS
AS.180.351,4.33,AS,180,ECONOMICS
AS.180.336,4.42,AS,180,ECONOMICS
AS.180.302,3.49,AS,180,ECONOMICS
AS.180.368,4.26,AS,180,ECONOMICS
AS.180.244,4.07,AS,180,ECONOMICS
AS.180.210,4.26,AS,180,ECONOMICS
AS.180.338,4.82,AS,180,ECONOMICS
AS.180.238,3.67,AS,180,ECONOMICS
AS.180.361,4.47,AS,180,ECONOMICS
AS.180.389,4.5,AS,180,ECONOMICS
AS.180.214,4.54,AS,180,ECONOMICS
AS.180.365,4.67,AS,180,ECONOMICS
AS.060.327,4.33,AS,060,ENGLISH
AS.060.210,4.38,AS,060,ENGLISH
AS.060.342,4.83,AS,060,ENGLISH
AS.060.114,4.55,AS,060,ENGLISH
AS.060.114,4.18,AS,060,ENGLISH
AS.060.114,4.69,AS,060,ENGLISH
AS.060.114,4.07,AS,060,ENGLISH
AS.060.114,4.67,AS,060,ENGLISH
AS.060.114,4.75,AS,060,ENGLISH
AS.060.114,4.73,AS,060,ENGLISH
AS.060.114,4.36,AS,060,ENGLISH
AS.060.114,4.2,AS,060,ENGLISH
AS.060.114,4.63,AS,060,ENGLISH
AS.060.114,4.67,AS,060,ENGLISH
AS.060.114,4.5,AS,060,ENGLISH
AS.060.114,4.42,AS,060,ENGLISH
AS.060.114,4.27,AS,060,ENGLISH
AS.060.114,4.47,AS,060,ENGLISH
AS.060.114,4.08,AS,060,ENGLISH
AS.060.114,4.14,AS,060,ENGLISH
AS.060.114,4.7,AS,060,ENGLISH
AS.060.114,4.6,AS,060,ENGLISH
AS.060.155,4.58,AS,060,ENGLISH
AS.060.139,4.55,AS,060,ENGLISH
AS.060.211,3.86,AS,060,ENGLISH
AS.060.100,4.05,AS,060,ENGLISH
AS.060.100,4.95,AS,060,ENGLISH
AS.060.107,3.88,AS,060,ENGLISH
AS.060.323,4.1,AS,060,ENGLISH
AS.060.388,4.45,AS,060,ENGLISH
AS.060.402,4.22,AS,060,ENGLISH
AS.060.331,4.44,AS,060,ENGLISH
AS.060.207,4.7,AS,060,ENGLISH
AS.060.129,4.89,AS,060,ENGLISH
AS.061.138,4.71,AS,061,FILM
AS.061.361,5,AS,061,FILM
AS.061.380,4.67,AS,061,FILM
AS.061.235,5,AS,061,FILM
AS.061.373,4.8,AS,061,FILM
AS.061.141,4.59,AS,061,FILM
AS.061.152,4.71,AS,061,FILM
AS.061.150,4.44,AS,061,FILM
AS.061.245,4.33,AS,061,FILM
AS.061.205,4.88,AS,061,FILM
AS.061.356,3.57,AS,061,FILM
AS.061.303,3.5,AS,061,FILM
AS.061.238,4.47,AS,061,FILM
AS.061.315,4.71,AS,061,FILM
AS.061.219,4.33,AS,061,FILM
AS.061.375,4.8,AS,061,FILM
AS.061.374,4.8,AS,061,FILM
AS.210.172,4.86,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.301,4,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.302,4.13,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.302,4.43,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.362,4.4,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.362,4.75,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.352,4.63,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.392,5,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.311,4.36,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.311,4.42,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.311,4.17,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.312,4.35,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.211.316,4.72,AS,211,GERMAN AND ROMANCE LANGUAGES
AS.215.409,4,AS,215,GERMAN AND ROMANCE LANGUAGES
AS.210.316,4.36,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.413,5,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.417,4.25,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.275,5,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.102,4.58,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.102,4.73,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.374,5,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.162,4.38,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.162,4.2,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.162,4.2,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.213.328,5,AS,213,GERMAN AND ROMANCE LANGUAGES
AS.210.278,4.8,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.202,3.82,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.202,4.2,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.202,4.46,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.262,4.54,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.262,4.57,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.252,4.59,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.211,4.42,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.211,4.72,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.211,4.13,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.212,4,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.212,4.07,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.212,4.15,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.212.334,4.29,AS,212,GERMAN AND ROMANCE LANGUAGES
AS.212.334,4.25,AS,212,GERMAN AND ROMANCE LANGUAGES
AS.215.231,3.74,AS,215,GERMAN AND ROMANCE LANGUAGES
AS.210.152,4.38,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.152,3.67,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.214.362,4.8,AS,214,GERMAN AND ROMANCE LANGUAGES
AS.212.353,3.58,AS,212,GERMAN AND ROMANCE LANGUAGES
AS.215.290,4.25,AS,215,GERMAN AND ROMANCE LANGUAGES
AS.210.306,4.53,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.313,4.58,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.313,4.1,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.215.380,3.94,AS,215,GERMAN AND ROMANCE LANGUAGES
AS.215.390,3.5,AS,215,GERMAN AND ROMANCE LANGUAGES
AS.211.347,4.67,AS,211,GERMAN AND ROMANCE LANGUAGES
AS.211.329,4.33,AS,211,GERMAN AND ROMANCE LANGUAGES
AS.212.331,4.08,AS,212,GERMAN AND ROMANCE LANGUAGES
AS.210.178,4.33,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.211.203,3.67,AS,211,GERMAN AND ROMANCE LANGUAGES
AS.212.433,4.63,AS,212,GERMAN AND ROMANCE LANGUAGES
AS.213.423,4.79,AS,213,GERMAN AND ROMANCE LANGUAGES
AS.211.305,4.83,AS,211,GERMAN AND ROMANCE LANGUAGES
AS.211.322,4.14,AS,211,GERMAN AND ROMANCE LANGUAGES
AS.210.111,4.54,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.112,4.09,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.112,4.56,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.112,3.66,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.112,4.73,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.315,4.1,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.210.412,4.64,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.216.342,4.69,AS,216,GERMAN AND ROMANCE LANGUAGES
AS.210.309,4.18,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.211.400,4.71,AS,211,GERMAN AND ROMANCE LANGUAGES
AS.210.411,4,AS,210,GERMAN AND ROMANCE LANGUAGES
AS.211.369,4.14,AS,211,GERMAN AND ROMANCE LANGUAGES
AS.215.465,4.57,AS,215,GERMAN AND ROMANCE LANGUAGES
AS.211.477,3.53,AS,211,GERMAN AND ROMANCE LANGUAGES
AS.100.394,4.75,AS,100,HISTORY
AS.100.365,3.86,AS,100,HISTORY
AS.100.347,3.81,AS,100,HISTORY
AS.100.103,3.7,AS,100,HISTORY
AS.100.349,4.29,AS,100,HISTORY
AS.100.270,4.72,AS,100,HISTORY
AS.100.433,4.2,AS,100,HISTORY
AS.100.211,3.47,AS,100,HISTORY
AS.100.205,3.86,AS,100,HISTORY
AS.100.375,4.57,AS,100,HISTORY
AS.100.395,4.27,AS,100,HISTORY
AS.100.384,4.45,AS,100,HISTORY
AS.100.129,4.37,AS,100,HISTORY
AS.100.248,4.55,AS,100,HISTORY
AS.100.486,4.73,AS,100,HISTORY
AS.100.108,4.5,AS,100,HISTORY
AS.100.283,4.5,AS,100,HISTORY
AS.100.115,4.33,AS,100,HISTORY
AS.100.305,4.88,AS,100,HISTORY
AS.100.421,4.13,AS,100,HISTORY
AS.100.346,4.8,AS,100,HISTORY
AS.100.392,3.67,AS,100,HISTORY
AS.100.386,4.65,AS,100,HISTORY
AS.100.310,4.73,AS,100,HISTORY
AS.100.442,4.56,AS,100,HISTORY
AS.100.390,4.36,AS,100,HISTORY
AS.100.360,4.75,AS,100,HISTORY
AS.100.180,4.44,AS,100,HISTORY
AS.100.194,4.78,AS,100,HISTORY
AS.100.194,5,AS,100,HISTORY
AS.100.424,4.88,AS,100,HISTORY
AS.010.398,4.75,AS,010,HISTORY OF ART
AS.010.407,4.92,AS,010,HISTORY OF ART
AS.010.364,4.47,AS,010,HISTORY OF ART
AS.010.413,3.71,AS,010,HISTORY OF ART
AS.010.103,4.08,AS,010,HISTORY OF ART
AS.010.102,4.58,AS,010,HISTORY OF ART
AS.010.251,4.46,AS,010,HISTORY OF ART
AS.010.423,4.75,AS,010,HISTORY OF ART
AS.010.210,4.63,AS,010,HISTORY OF ART
AS.010.309,4.82,AS,010,HISTORY OF ART
AS.140.342,4.69,AS,140,HISTORY OF SCIENCE AND TECHNOLOGY
AS.140.106,4.1,AS,140,HISTORY OF SCIENCE AND TECHNOLOGY
AS.140.388,4.56,AS,140,HISTORY OF SCIENCE AND TECHNOLOGY
AS.140.341,4.9,AS,140,HISTORY OF SCIENCE AND TECHNOLOGY
AS.140.391,4.55,AS,140,HISTORY OF SCIENCE AND TECHNOLOGY
AS.140.302,4.22,AS,140,HISTORY OF SCIENCE AND TECHNOLOGY
AS.140.328,4.64,AS,140,HISTORY OF SCIENCE AND TECHNOLOGY
AS.360.105,3.83,AS,360,INTERDEPARTMENTAL
AS.360.105,3.82,AS,360,INTERDEPARTMENTAL
AS.360.105,3.91,AS,360,INTERDEPARTMENTAL
AS.360.105,3.86,AS,360,INTERDEPARTMENTAL
AS.360.331,4.54,AS,360,INTERDEPARTMENTAL
AS.360.308,4.77,AS,360,INTERDEPARTMENTAL
AS.360.366,3.85,AS,360,INTERDEPARTMENTAL
AS.192.410,4.89,AS,192,INTERNATIONAL STUDIES
AS.192.210,4.56,AS,192,INTERNATIONAL STUDIES
AS.194.201,4.88,AS,194,INTERNATIONAL STUDIES
AS.194.210,4.89,AS,194,INTERNATIONAL STUDIES
AS.194.401,4.82,AS,194,INTERNATIONAL STUDIES
AS.361.336,3.24,AS,361,LATIN AMERICAN STUDIES
AS.300.349,4.69,AS,300,COMPARATIVE THOUGHT & LITERATURE
AS.300.336,4.75,AS,300,COMPARATIVE THOUGHT & LITERATURE
AS.300.102,3.81,AS,300,COMPARATIVE THOUGHT & LITERATURE
AS.300.367,4.6,AS,300,COMPARATIVE THOUGHT & LITERATURE
AS.300.439,4.57,AS,300,COMPARATIVE THOUGHT & LITERATURE
AS.300.331,4.75,AS,300,COMPARATIVE THOUGHT & LITERATURE
AS.110.106,3.44,AS,110,MATHEMATICS
AS.110.107,3.46,AS,110,MATHEMATICS
AS.110.109,3.05,AS,110,MATHEMATICS
AS.110.202,2.63,AS,110,MATHEMATICS
AS.110.441,4.33,AS,110,MATHEMATICS
AS.110.302,4.34,AS,110,MATHEMATICS
AS.110.304,4.22,AS,110,MATHEMATICS
AS.110.412,4.62,AS,110,MATHEMATICS
AS.110.416,3.85,AS,110,MATHEMATICS
AS.110.212,4.44,AS,110,MATHEMATICS
AS.110.211,4.44,AS,110,MATHEMATICS
AS.110.401,4.59,AS,110,MATHEMATICS
AS.110.433,4.27,AS,110,MATHEMATICS
AS.110.301,4.78,AS,110,MATHEMATICS
AS.110.413,4.4,AS,110,MATHEMATICS
AS.110.201,3.82,AS,110,MATHEMATICS
AS.110.311,3.86,AS,110,MATHEMATICS
AS.110.417,4,AS,110,MATHEMATICS
AS.110.405,3.77,AS,110,MATHEMATICS
AS.145.201,4.2,AS,145,"MEDICINE, SCIENCE, AND THE HUMANITIES"
AS.374.402,5,AS,374,MILLITARY SCIENCE
AS.374.420,5,AS,374,MILLITARY SCIENCE
AS.374.202,4.4,AS,374,MILLITARY SCIENCE
AS.374.220,4.6,AS,374,MILLITARY SCIENCE
AS.374.302,4.4,AS,374,MILLITARY SCIENCE
AS.374.320,4,AS,374,MILLITARY SCIENCE
AS.374.102,4.25,AS,374,MILLITARY SCIENCE
AS.374.120,4.25,AS,374,MILLITARY SCIENCE
AS.374.307,5,AS,374,MILLITARY SCIENCE
AS.389.250,5,AS,389,MUSEUM AND SOCIETY
AS.389.340,4.4,AS,389,MUSEUM AND SOCIETY
AS.389.420,4.5,AS,389,MUSEUM AND SOCIETY
AS.389.202,4.58,AS,389,MUSEUM AND SOCIETY
AS.389.242,4.75,AS,389,MUSEUM AND SOCIETY
AS.389.325,4.2,AS,389,MUSEUM AND SOCIETY
AS.389.303,4,AS,389,MUSEUM AND SOCIETY
AS.376.244,4.71,AS,376,MUSIC
AS.376.404,4.67,AS,376,MUSIC
AS.376.330,5,AS,376,MUSIC
AS.376.245,4.67,AS,376,MUSIC
AS.376.211,4.57,AS,376,MUSIC
AS.376.212,4.5,AS,376,MUSIC
AS.376.221,4.5,AS,376,MUSIC
AS.376.222,4.5,AS,376,MUSIC
AS.376.111,3.91,AS,376,MUSIC
AS.376.111,4.6,AS,376,MUSIC
AS.376.259,4.75,AS,376,MUSIC
AS.376.372,4.53,AS,376,MUSIC
AS.376.331,4.7,AS,376,MUSIC
AS.130.119,3.68,AS,130,NEAR EASTERN STUDIES
AS.130.354,3.25,AS,130,NEAR EASTERN STUDIES
AS.130.216,4.43,AS,130,NEAR EASTERN STUDIES
AS.130.373,4.76,AS,130,NEAR EASTERN STUDIES
AS.130.124,4.75,AS,130,NEAR EASTERN STUDIES
AS.130.205,4.62,AS,130,NEAR EASTERN STUDIES
AS.130.177,4.33,AS,130,NEAR EASTERN STUDIES
AS.080.328,4.69,AS,080,NEUROSCIENCE
AS.080.260,4.06,AS,080,NEUROSCIENCE
AS.080.321,4.54,AS,080,NEUROSCIENCE
AS.080.612,4.6,AS,080,NEUROSCIENCE
AS.080.610,4.83,AS,080,NEUROSCIENCE
AS.080.614,4.57,AS,080,NEUROSCIENCE
AS.080.326,4.8,AS,080,NEUROSCIENCE
AS.080.250,4.81,AS,080,NEUROSCIENCE
AS.080.304,4.65,AS,080,NEUROSCIENCE
AS.080.366,3.11,AS,080,NEUROSCIENCE
AS.080.306,4.31,AS,080,NEUROSCIENCE
AS.080.348,4.67,AS,080,NEUROSCIENCE
AS.080.303,4.78,AS,080,NEUROSCIENCE
AS.150.473,4.71,AS,150,PHILOSOPHY
AS.150.459,4.47,AS,150,PHILOSOPHY
AS.150.330,4.6,AS,150,PHILOSOPHY
AS.150.130,4.78,AS,150,PHILOSOPHY
AS.150.455,3.93,AS,150,PHILOSOPHY
AS.150.237,4.3,AS,150,PHILOSOPHY
AS.150.401,4.59,AS,150,PHILOSOPHY
AS.150.118,3.3,AS,150,PHILOSOPHY
AS.150.260,4.03,AS,150,PHILOSOPHY
AS.150.220,3.8,AS,150,PHILOSOPHY
AS.150.205,3.88,AS,150,PHILOSOPHY
AS.150.436,4.68,AS,150,PHILOSOPHY
AS.150.307,4.38,AS,150,PHILOSOPHY
AS.150.356,4.43,AS,150,PHILOSOPHY
AS.150.300,4.33,AS,150,PHILOSOPHY
AS.150.458,3.14,AS,150,PHILOSOPHY
AS.150.404,4.56,AS,150,PHILOSOPHY
AS.173.308,4.22,AS,173,PHYSICS AND ASTRONOMY
AS.171.703,4.1,AS,171,PHYSICS AND ASTRONOMY
AS.171.204,3.38,AS,171,PHYSICS AND ASTRONOMY
AS.171.106,4.94,AS,171,PHYSICS AND ASTRONOMY
AS.173.116,4.53,AS,173,PHYSICS AND ASTRONOMY
AS.171.652,4.71,AS,171,PHYSICS AND ASTRONOMY
AS.171.108,3.62,AS,171,PHYSICS AND ASTRONOMY
AS.171.108,3.28,AS,171,PHYSICS AND ASTRONOMY
AS.173.112,3.17,AS,173,PHYSICS AND ASTRONOMY
AS.171.104,3.87,AS,171,PHYSICS AND ASTRONOMY
AS.171.102,3.69,AS,171,PHYSICS AND ASTRONOMY
AS.171.101,3.51,AS,171,PHYSICS AND ASTRONOMY
AS.171.205,3.56,AS,171,PHYSICS AND ASTRONOMY
AS.171.202,4,AS,171,PHYSICS AND ASTRONOMY
AS.171.416,4.18,AS,171,PHYSICS AND ASTRONOMY
AS.171.606,4.79,AS,171,PHYSICS AND ASTRONOMY
AS.171.304,4.22,AS,171,PHYSICS AND ASTRONOMY
AS.171.118,3.96,AS,171,PHYSICS AND ASTRONOMY
AS.171.324,4.83,AS,171,PHYSICS AND ASTRONOMY
AS.171.611,4,AS,171,PHYSICS AND ASTRONOMY
AS.191.340,3,AS,191,POLITICAL SCIENCE
AS.190.284,4.1,AS,190,POLITICAL SCIENCE
AS.191.354,4.47,AS,191,POLITICAL SCIENCE
AS.190.334,4.91,AS,190,POLITICAL SCIENCE
AS.191.303,4.5,AS,191,POLITICAL SCIENCE
AS.190.326,3,AS,190,POLITICAL SCIENCE
AS.190.434,4.63,AS,190,POLITICAL SCIENCE
AS.190.440,4.75,AS,190,POLITICAL SCIENCE
AS.191.415,4.71,AS,191,POLITICAL SCIENCE
AS.190.346,4.25,AS,190,POLITICAL SCIENCE
AS.190.322,4.43,AS,190,POLITICAL SCIENCE
AS.190.431,4.7,AS,190,POLITICAL SCIENCE
AS.190.102,3.47,AS,190,POLITICAL SCIENCE
AS.190.111,3.56,AS,190,POLITICAL SCIENCE
AS.190.427,4.89,AS,190,POLITICAL SCIENCE
AS.190.473,4.85,AS,190,POLITICAL SCIENCE
AS.190.398,4.73,AS,190,POLITICAL SCIENCE
AS.190.363,4.82,AS,190,POLITICAL SCIENCE
AS.190.419,5,AS,190,POLITICAL SCIENCE
AS.190.410,5,AS,190,POLITICAL SCIENCE
AS.190.409,4.2,AS,190,POLITICAL SCIENCE
AS.190.408,4.57,AS,190,POLITICAL SCIENCE
AS.190.380,4.69,AS,190,POLITICAL SCIENCE
AS.190.406,4.6,AS,190,POLITICAL SCIENCE
AS.190.429,4.64,AS,190,POLITICAL SCIENCE
AS.191.347,4.58,AS,191,POLITICAL SCIENCE
AS.190.428,4.17,AS,190,POLITICAL SCIENCE
AS.190.207,3.88,AS,190,POLITICAL SCIENCE
AS.200.212,4.37,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.305,4.83,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.344,4.18,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.403,3.58,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.404,4.29,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.402,4.17,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.401,4.44,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.321,4.55,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.201,3.91,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.141,4.42,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.301,4.06,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.204,4.63,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.161,4.17,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.317,4.48,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.110,4.39,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.133,3.81,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.307,3.94,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.385,3.69,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.377,5,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.304,3.92,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.369,4.81,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
AS.200.388,3.78,AS,200,PSYCHOLOGICAL AND BRAIN SCIENCES
